,accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,day_time,year
2835,2835,Mumbai,Maharashtra,19.145344,72.926464,2024-02-07,8:00,8,Wednesday,False,urban,5,1,rain,low,33,low,weather,minor,5,5,True,Moring,2024
2836,2836,Chandigarh,Punjab,30.721282,76.751938,2024-09-15,6:00,6,Sunday,True,highway,6,1,clear,high,33,low,drunk driving,minor,5,3,False,Moring,2024
2837,2837,Chennai,Tamil Nadu,12.986734,80.15425,2022-09-15,3:00,3,Thursday,False,rural,4,0,rain,medium,23,low,distraction,minor,3,1,False,Moring,2022
2838,2838,Delhi,Delhi,28.547043,76.914556,2024-10-16,11:00,11,Wednesday,False,urban,2,1,fog,low,35,low,distraction,minor,4,1,False,Moring,2024
2839,2839,Bangalore,Karnataka,13.024444,77.479201,2023-08-13,1:00,1,Sunday,True,highway,3,1,clear,high,24,low,drunk driving,major,5,1,False,Moring,2023
2840,2840,Delhi,Delhi,28.587178,76.995067,2024-08-30,2:00,2,Friday,False,urban,3,1,clear,high,30,low,overspeeding,fatal,3,3,False,Moring,2024
2841,2841,Delhi,Delhi,28.576158,76.805385,2025-01-19,20:00,20,Sunday,True,highway,6,0,rain,medium,29,medium,weather,minor,5,0,False,Night,2025
2842,2842,Kolkata,West Bengal,22.486988,88.423855,2022-03-29,17:00,17,Tuesday,False,urban,3,1,clear,high,15,high,drunk driving,major,3,2,True,Evening,2022
2843,2843,Chandigarh,Punjab,30.612226,76.796421,2024-02-19,7:00,7,Monday,False,highway,3,0,rain,medium,36,medium,overspeeding,major,1,0,False,Moring,2024
2844,2844,Chennai,Tamil Nadu,13.042466,80.21764,2024-04-23,16:00,16,Tuesday,False,rural,2,1,rain,low,22,high,poor road,minor,3,1,False,Evening,2024
2845,2845,Chandigarh,Punjab,30.74028,76.864473,2023-04-23,11:00,11,Sunday,True,highway,4,1,clear,high,38,medium,distraction,minor,2,0,False,Moring,2023
2846,2846,Delhi,Delhi,28.747585,77.241255,2023-02-05,10:00,10,Sunday,True,highway,1,0,clear,high,24,medium,poor road,major,1,0,True,Moring,2023
2847,2847,Chennai,Tamil Nadu,12.860343,80.198009,2024-12-25,2:00,2,Wednesday,False,urban,4,0,fog,low,30,medium,drunk driving,minor,5,4,False,Moring,2024
2848,2848,Chennai,Tamil Nadu,12.893851,80.169587,2024-08-24,10:00,10,Saturday,True,urban,2,1,fog,low,38,high,poor road,major,1,1,True,Moring,2024
2849,2849,Mumbai,Maharashtra,19.185054,72.987397,2024-02-19,17:00,17,Monday,False,rural,1,0,clear,high,32,high,overspeeding,minor,3,1,True,Evening,2024
2850,2850,Chennai,Tamil Nadu,13.077077,80.299948,2023-04-14,17:00,17,Friday,False,urban,6,0,rain,low,26,high,weather,minor,1,1,True,Evening,2023
2851,2851,Kolkata,West Bengal,22.459145,88.233687,2023-11-12,15:00,15,Sunday,True,urban,2,0,clear,high,18,high,weather,minor,1,1,False,Afternoon,2023
2852,2852,Mumbai,Maharashtra,19.117769,72.713002,2025-01-22,16:00,16,Wednesday,False,rural,5,0,fog,low,32,high,weather,minor,4,2,False,Evening,2025
2853,2853,Mumbai,Maharashtra,19.048066,72.987837,2024-08-03,20:00,20,Saturday,True,urban,5,0,rain,low,19,high,distraction,minor,3,2,False,Night,2024
2854,2854,Chennai,Tamil Nadu,12.87965,80.12887,2022-08-18,9:00,9,Thursday,False,rural,3,1,fog,low,19,high,drunk driving,major,1,0,True,Moring,2022
2855,2855,Chandigarh,Punjab,30.746848,76.768554,2024-12-18,14:00,14,Wednesday,False,rural,5,1,clear,high,31,low,drunk driving,minor,5,1,False,Afternoon,2024
2856,2856,Chandigarh,Punjab,30.66927,76.731239,2022-02-12,6:00,6,Saturday,True,urban,3,1,fog,low,17,high,poor road,major,1,1,False,Moring,2022
2857,2857,Kolkata,West Bengal,22.655635,88.294859,2024-05-09,11:00,11,Thursday,False,rural,2,1,fog,low,38,medium,distraction,major,5,4,False,Moring,2024
2858,2858,Kolkata,West Bengal,22.676962,88.484402,2024-01-16,14:00,14,Tuesday,False,rural,1,0,clear,high,34,low,poor road,major,5,0,False,Afternoon,2024
2859,2859,Mumbai,Maharashtra,19.061498,72.814561,2022-03-21,19:00,19,Monday,False,rural,5,1,fog,low,24,high,weather,major,3,1,True,Evening,2022
2860,2860,Hyderabad,Telangana,17.367822,78.458864,2023-10-21,21:00,21,Saturday,True,urban,3,0,clear,high,27,low,weather,minor,2,0,False,Night,2023
2861,2861,Bangalore,Karnataka,12.951656,77.647214,2022-08-09,12:00,12,Tuesday,False,rural,1,1,rain,low,28,high,overspeeding,minor,1,1,False,Afternoon,2022
2862,2862,Kolkata,West Bengal,22.546143,88.222943,2024-04-02,22:00,22,Tuesday,False,rural,4,0,clear,high,22,high,drunk driving,minor,2,0,False,Night,2024
2863,2863,Hyderabad,Telangana,17.299612,78.258639,2023-01-17,3:00,3,Tuesday,False,urban,2,0,fog,low,32,low,weather,minor,2,2,False,Moring,2023
2864,2864,Delhi,Delhi,28.738343,77.219101,2022-06-01,9:00,9,Wednesday,False,highway,5,1,clear,high,23,low,distraction,major,2,0,True,Moring,2022
2865,2865,Chennai,Tamil Nadu,13.190019,80.265431,2022-08-23,7:00,7,Tuesday,False,highway,2,0,clear,high,19,medium,distraction,major,3,3,False,Moring,2022
2866,2866,Delhi,Delhi,28.877139,77.198704,2023-05-27,22:00,22,Saturday,True,rural,5,1,fog,low,30,low,poor road,minor,5,0,False,Night,2023
2867,2867,Kolkata,West Bengal,22.483988,88.487634,2022-01-27,20:00,20,Thursday,False,rural,6,0,fog,low,39,medium,weather,minor,3,1,False,Night,2022
2868,2868,Bangalore,Karnataka,12.863925,77.585484,2023-01-10,13:00,13,Tuesday,False,urban,1,1,rain,low,33,medium,overspeeding,fatal,1,1,False,Afternoon,2023
2869,2869,Kolkata,West Bengal,22.485832,88.324234,2023-12-11,1:00,1,Monday,False,urban,5,0,clear,high,31,low,poor road,major,5,2,False,Moring,2023
2870,2870,Kolkata,West Bengal,22.656881,88.484156,2024-01-03,19:00,19,Wednesday,False,urban,5,1,rain,medium,38,low,overspeeding,minor,2,2,True,Evening,2024
2871,2871,Pune,Maharashtra,18.670592,73.735845,2024-12-02,3:00,3,Monday,False,highway,5,1,rain,low,26,low,weather,minor,2,0,False,Moring,2024
2872,2872,Chandigarh,Punjab,30.697418,76.734726,2022-07-17,2:00,2,Sunday,True,highway,5,0,rain,low,22,low,weather,minor,4,2,False,Moring,2022
2873,2873,Chandigarh,Punjab,30.609142,76.85164,2023-04-04,20:00,20,Tuesday,False,urban,6,1,clear,high,16,low,overspeeding,minor,2,0,False,Night,2023
2874,2874,Chandigarh,Punjab,30.688902,76.8387,2022-11-06,0:00,0,Sunday,True,highway,6,0,rain,medium,18,low,distraction,minor,1,0,False,Moring,2022
2875,2875,Chandigarh,Punjab,30.711324,76.812276,2023-07-14,19:00,19,Friday,False,highway,5,1,clear,high,23,high,overspeeding,fatal,4,4,True,Evening,2023
2876,2876,Kolkata,West Bengal,22.571969,88.450406,2023-06-30,15:00,15,Friday,False,highway,6,0,clear,high,33,high,weather,minor,3,0,False,Afternoon,2023
2877,2877,Bangalore,Karnataka,12.834844,77.469618,2022-08-22,14:00,14,Monday,False,urban,2,1,fog,low,20,high,drunk driving,major,3,2,False,Afternoon,2022
2878,2878,Mumbai,Maharashtra,19.273188,72.77493,2024-08-26,1:00,1,Monday,False,urban,4,1,fog,low,21,low,distraction,minor,5,5,False,Moring,2024
2879,2879,Chandigarh,Punjab,30.780815,76.885909,2025-04-10,22:00,22,Thursday,False,rural,1,0,rain,medium,40,low,overspeeding,minor,3,0,False,Night,2025
2880,2880,Kolkata,West Bengal,22.692417,88.452363,2024-11-03,8:00,8,Sunday,True,highway,6,1,fog,low,18,low,poor road,minor,5,3,True,Moring,2024
2881,2881,Pune,Maharashtra,18.607565,73.756827,2023-03-27,12:00,12,Monday,False,rural,3,1,fog,low,31,low,weather,major,2,2,False,Afternoon,2023
2882,2882,Hyderabad,Telangana,17.546664,78.574372,2022-01-01,10:00,10,Saturday,True,highway,6,0,clear,high,24,medium,distraction,major,2,0,True,Moring,2022
2883,2883,Kolkata,West Bengal,22.56724,88.496015,2023-11-16,9:00,9,Thursday,False,highway,2,0,clear,high,25,low,poor road,fatal,3,3,True,Moring,2023
2884,2884,Bangalore,Karnataka,12.832445,77.46294,2022-07-21,8:00,8,Thursday,False,highway,4,1,clear,high,16,high,weather,minor,1,0,True,Moring,2022
2885,2885,Mumbai,Maharashtra,19.238388,72.923923,2023-03-12,9:00,9,Sunday,True,rural,4,0,clear,high,25,medium,overspeeding,major,5,1,True,Moring,2023
2886,2886,Pune,Maharashtra,18.541038,73.854359,2022-06-02,21:00,21,Thursday,False,rural,3,0,rain,low,32,low,poor road,major,2,2,False,Night,2022
2887,2887,Kolkata,West Bengal,22.675297,88.468208,2024-11-28,23:00,23,Thursday,False,rural,1,0,clear,high,24,high,weather,minor,2,1,False,Night,2024
2888,2888,Chandigarh,Punjab,30.686645,76.786729,2024-05-13,13:00,13,Monday,False,urban,3,0,fog,low,20,medium,poor road,minor,4,3,False,Afternoon,2024
2889,2889,Mumbai,Maharashtra,19.139886,72.701902,2022-06-25,11:00,11,Saturday,True,urban,6,0,clear,high,35,medium,drunk driving,minor,2,2,False,Moring,2022
2890,2890,Pune,Maharashtra,18.656034,73.803608,2022-06-09,8:00,8,Thursday,False,urban,6,0,fog,low,26,medium,drunk driving,minor,4,3,True,Moring,2022
2891,2891,Hyderabad,Telangana,17.33177,78.424212,2024-11-17,11:00,11,Sunday,True,rural,6,0,fog,low,38,high,distraction,minor,3,1,False,Moring,2024
2892,2892,Mumbai,Maharashtra,19.283099,72.913105,2022-10-31,13:00,13,Monday,False,highway,2,0,fog,low,36,high,drunk driving,major,2,2,False,Afternoon,2022
2893,2893,Mumbai,Maharashtra,19.17947,72.8347,2023-11-20,1:00,1,Monday,False,urban,4,0,clear,high,21,medium,overspeeding,minor,5,3,False,Moring,2023
2894,2894,Hyderabad,Telangana,17.245842,78.511381,2022-10-15,13:00,13,Saturday,True,urban,6,0,clear,high,25,high,poor road,fatal,1,1,False,Afternoon,2022
2895,2895,Kolkata,West Bengal,22.578662,88.266845,2022-09-03,10:00,10,Saturday,True,highway,5,1,clear,high,24,high,poor road,fatal,2,2,True,Moring,2022
2896,2896,Bangalore,Karnataka,13.082146,77.46921,2022-12-02,14:00,14,Friday,False,rural,2,0,rain,low,31,low,weather,minor,1,0,False,Afternoon,2022
2897,2897,Chennai,Tamil Nadu,12.976348,80.167709,2025-02-21,8:00,8,Friday,False,rural,4,1,clear,high,33,high,poor road,major,5,5,True,Moring,2025
2898,2898,Kolkata,West Bengal,22.681054,88.474906,2025-01-30,5:00,5,Thursday,False,highway,3,1,rain,medium,32,high,overspeeding,minor,1,1,False,Moring,2025
2899,2899,Pune,Maharashtra,18.608614,73.977138,2024-02-11,3:00,3,Sunday,True,rural,2,0,fog,low,29,high,weather,minor,5,5,False,Moring,2024
2900,2900,Chennai,Tamil Nadu,13.194131,80.133434,2024-09-24,19:00,19,Tuesday,False,highway,5,1,rain,medium,39,high,drunk driving,major,4,4,True,Evening,2024
2901,2901,Hyderabad,Telangana,17.375047,78.557483,2023-07-13,22:00,22,Thursday,False,rural,3,1,clear,high,15,medium,distraction,major,1,0,False,Night,2023
2902,2902,Hyderabad,Telangana,17.598986,78.456241,2022-10-20,19:00,19,Thursday,False,urban,3,1,fog,low,20,high,overspeeding,fatal,1,1,True,Evening,2022
2903,2903,Kolkata,West Bengal,22.651224,88.277829,2022-06-04,12:00,12,Saturday,True,urban,6,1,clear,high,19,low,weather,minor,2,1,False,Afternoon,2022
2904,2904,Bangalore,Karnataka,13.011583,77.697214,2023-09-14,8:00,8,Thursday,False,highway,6,1,fog,low,17,high,distraction,fatal,2,2,True,Moring,2023
2905,2905,Bangalore,Karnataka,12.81393,77.694509,2022-10-08,5:00,5,Saturday,True,rural,5,1,rain,medium,27,high,weather,minor,1,1,False,Moring,2022
2906,2906,Kolkata,West Bengal,22.411694,88.475314,2024-02-14,1:00,1,Wednesday,False,urban,6,0,clear,high,17,high,drunk driving,minor,5,0,False,Moring,2024
2907,2907,Chandigarh,Punjab,30.682311,76.75904,2023-04-11,10:00,10,Tuesday,False,rural,4,0,fog,low,33,high,overspeeding,major,3,1,True,Moring,2023
2908,2908,Delhi,Delhi,28.845812,77.096999,2023-03-26,6:00,6,Sunday,True,highway,3,0,clear,high,15,high,drunk driving,minor,1,0,False,Moring,2023
2909,2909,Bangalore,Karnataka,12.907776,77.580212,2023-04-23,7:00,7,Sunday,True,highway,1,1,fog,low,17,high,weather,major,4,1,False,Moring,2023
2910,2910,Delhi,Delhi,28.603404,77.024435,2022-05-01,23:00,23,Sunday,True,rural,1,1,rain,medium,29,low,overspeeding,minor,3,3,False,Night,2022
2911,2911,Delhi,Delhi,28.58018,77.027861,2023-12-15,23:00,23,Friday,False,rural,5,0,fog,low,25,low,weather,minor,1,0,False,Night,2023
2912,2912,Chennai,Tamil Nadu,13.124293,80.130494,2024-12-10,13:00,13,Tuesday,False,highway,1,1,rain,medium,24,low,drunk driving,fatal,2,2,False,Afternoon,2024
2913,2913,Bangalore,Karnataka,13.094458,77.796865,2024-11-14,17:00,17,Thursday,False,highway,2,0,rain,low,20,high,drunk driving,minor,4,3,True,Evening,2024
2914,2914,Delhi,Delhi,28.482111,77.120745,2022-07-11,2:00,2,Monday,False,highway,2,1,rain,low,37,high,distraction,major,4,0,False,Moring,2022
2915,2915,Chennai,Tamil Nadu,13.125873,80.128272,2023-12-19,12:00,12,Tuesday,False,urban,6,1,fog,low,23,high,drunk driving,major,3,2,False,Afternoon,2023
2916,2916,Delhi,Delhi,28.420784,77.276164,2024-04-23,16:00,16,Tuesday,False,rural,3,0,rain,low,20,low,poor road,minor,3,3,False,Evening,2024
2917,2917,Pune,Maharashtra,18.667565,73.902819,2022-02-08,20:00,20,Tuesday,False,rural,5,0,fog,low,17,low,poor road,major,4,4,False,Night,2022
2918,2918,Pune,Maharashtra,18.550755,73.754342,2022-06-21,19:00,19,Tuesday,False,rural,6,0,fog,low,37,high,overspeeding,major,4,0,True,Evening,2022
2919,2919,Chennai,Tamil Nadu,12.965081,80.207483,2025-03-31,20:00,20,Monday,False,urban,6,1,rain,medium,37,high,distraction,major,1,0,False,Night,2025
2920,2920,Kolkata,West Bengal,22.61819,88.240759,2025-01-28,15:00,15,Tuesday,False,urban,1,1,rain,medium,34,low,overspeeding,minor,4,3,False,Afternoon,2025
2921,2921,Hyderabad,Telangana,17.349573,78.294425,2023-01-25,23:00,23,Wednesday,False,rural,3,0,clear,high,31,low,weather,major,5,1,False,Night,2023
2922,2922,Bangalore,Karnataka,12.82047,77.77503,2025-01-28,6:00,6,Tuesday,False,highway,1,0,fog,low,18,high,weather,minor,5,5,False,Moring,2025
2923,2923,Bangalore,Karnataka,12.857324,77.431104,2024-01-09,2:00,2,Tuesday,False,highway,2,0,rain,medium,30,low,drunk driving,minor,3,0,False,Moring,2024
2924,2924,Delhi,Delhi,28.766337,77.087627,2022-02-28,9:00,9,Monday,False,rural,2,0,clear,high,29,medium,overspeeding,minor,5,2,True,Moring,2022
2925,2925,Pune,Maharashtra,18.676362,73.789801,2022-10-04,12:00,12,Tuesday,False,rural,1,1,fog,low,30,medium,weather,minor,3,0,False,Afternoon,2022
2926,2926,Hyderabad,Telangana,17.357627,78.250485,2024-08-04,19:00,19,Sunday,True,rural,3,0,rain,low,24,high,distraction,minor,5,1,True,Evening,2024
2927,2927,Chennai,Tamil Nadu,12.993085,80.128408,2022-07-15,20:00,20,Friday,False,highway,4,1,rain,low,16,medium,overspeeding,minor,1,0,False,Night,2022
2928,2928,Bangalore,Karnataka,12.964277,77.514178,2023-12-09,7:00,7,Saturday,True,rural,4,1,clear,high,26,medium,drunk driving,minor,1,0,False,Moring,2023
2929,2929,Pune,Maharashtra,18.487201,73.826446,2023-12-16,14:00,14,Saturday,True,urban,4,1,fog,low,25,medium,distraction,minor,1,1,False,Afternoon,2023
2930,2930,Chandigarh,Punjab,30.774165,76.789401,2023-07-24,12:00,12,Monday,False,urban,2,1,fog,low,16,low,poor road,minor,1,1,False,Afternoon,2023
2931,2931,Pune,Maharashtra,18.599936,73.884245,2023-09-07,22:00,22,Thursday,False,highway,5,0,rain,medium,29,medium,overspeeding,major,5,5,False,Night,2023
2932,2932,Mumbai,Maharashtra,19.114898,72.789539,2022-06-21,10:00,10,Tuesday,False,urban,4,1,rain,low,22,high,overspeeding,fatal,4,4,True,Moring,2022
2933,2933,Hyderabad,Telangana,17.318041,78.34042,2023-02-09,16:00,16,Thursday,False,rural,2,0,clear,high,36,medium,drunk driving,minor,5,4,False,Evening,2023
2934,2934,Mumbai,Maharashtra,18.944889,72.841558,2022-01-01,0:00,0,Saturday,True,highway,3,0,clear,high,24,low,poor road,fatal,5,5,False,Moring,2022
2935,2935,Mumbai,Maharashtra,19.119913,72.947733,2025-03-05,4:00,4,Wednesday,False,urban,5,0,rain,medium,23,low,weather,minor,3,0,False,Moring,2025
2936,2936,Chennai,Tamil Nadu,13.112555,80.102129,2024-10-09,2:00,2,Wednesday,False,highway,2,0,rain,low,31,high,drunk driving,minor,1,1,False,Moring,2024
2937,2937,Kolkata,West Bengal,22.403203,88.228927,2022-04-04,5:00,5,Monday,False,highway,5,0,clear,high,38,low,poor road,minor,4,4,False,Moring,2022
2938,2938,Pune,Maharashtra,18.630606,73.920148,2024-11-05,1:00,1,Tuesday,False,highway,1,1,rain,medium,39,low,poor road,minor,2,1,False,Moring,2024
2939,2939,Kolkata,West Bengal,22.646192,88.403398,2024-01-17,7:00,7,Wednesday,False,urban,5,0,rain,medium,36,medium,distraction,major,5,0,False,Moring,2024
2940,2940,Delhi,Delhi,28.684653,77.177229,2023-10-27,15:00,15,Friday,False,highway,5,1,clear,high,37,low,distraction,minor,2,2,False,Afternoon,2023
2941,2941,Chandigarh,Punjab,30.602681,76.803858,2022-11-28,4:00,4,Monday,False,highway,2,1,clear,high,21,high,drunk driving,minor,5,2,False,Moring,2022
2942,2942,Chandigarh,Punjab,30.669694,76.720553,2022-07-22,0:00,0,Friday,False,urban,3,1,fog,low,17,low,distraction,minor,2,1,False,Moring,2022
2943,2943,Bangalore,Karnataka,13.122535,77.604189,2025-01-03,11:00,11,Friday,False,highway,6,0,fog,low,40,low,distraction,minor,5,3,False,Moring,2025
2944,2944,Pune,Maharashtra,18.550552,73.932219,2023-03-31,8:00,8,Friday,False,rural,2,1,rain,medium,22,high,drunk driving,minor,1,0,True,Moring,2023
2945,2945,Mumbai,Maharashtra,18.941447,72.703152,2022-04-25,23:00,23,Monday,False,urban,3,1,fog,low,17,high,overspeeding,minor,4,4,False,Night,2022
2946,2946,Chennai,Tamil Nadu,13.102968,80.20593,2022-12-25,5:00,5,Sunday,True,urban,6,0,clear,high,31,low,weather,major,2,0,False,Moring,2022
2947,2947,Kolkata,West Bengal,22.573103,88.205978,2023-07-27,0:00,0,Thursday,False,rural,1,0,rain,medium,28,low,weather,minor,3,3,False,Moring,2023
2948,2948,Mumbai,Maharashtra,19.152382,72.833618,2023-10-20,18:00,18,Friday,False,highway,5,0,fog,low,28,medium,distraction,major,1,1,True,Evening,2023
2949,2949,Chandigarh,Punjab,30.747318,76.846252,2024-07-05,23:00,23,Friday,False,urban,1,0,fog,low,33,low,poor road,minor,3,3,False,Night,2024
2950,2950,Kolkata,West Bengal,22.559576,88.256339,2022-07-07,3:00,3,Thursday,False,rural,1,0,fog,low,37,medium,overspeeding,fatal,5,5,False,Moring,2022
2951,2951,Delhi,Delhi,28.89446,76.998876,2023-12-26,4:00,4,Tuesday,False,rural,4,1,fog,low,26,low,poor road,fatal,5,5,False,Moring,2023
2952,2952,Kolkata,West Bengal,22.5633,88.291421,2025-02-13,4:00,4,Thursday,False,rural,5,0,fog,low,27,low,overspeeding,fatal,2,2,False,Moring,2025
2953,2953,Chennai,Tamil Nadu,12.939717,80.288367,2023-04-22,8:00,8,Saturday,True,highway,5,0,clear,high,19,high,weather,major,2,0,True,Moring,2023
2954,2954,Pune,Maharashtra,18.607434,73.788121,2023-05-23,17:00,17,Tuesday,False,rural,5,1,fog,low,28,high,poor road,major,3,0,True,Evening,2023
2955,2955,Kolkata,West Bengal,22.471562,88.357259,2022-08-11,14:00,14,Thursday,False,highway,2,1,rain,low,19,medium,overspeeding,fatal,4,4,False,Afternoon,2022
2956,2956,Delhi,Delhi,28.603095,77.265981,2024-01-08,17:00,17,Monday,False,urban,3,0,clear,high,19,high,overspeeding,minor,4,0,True,Evening,2024
2957,2957,Mumbai,Maharashtra,19.08881,72.783642,2022-01-09,1:00,1,Sunday,True,urban,4,1,clear,high,34,low,weather,major,1,1,False,Moring,2022
2958,2958,Hyderabad,Telangana,17.53109,78.257899,2023-10-13,3:00,3,Friday,False,rural,3,1,fog,low,27,low,distraction,minor,2,0,False,Moring,2023
2959,2959,Chandigarh,Punjab,30.768904,76.884187,2024-07-26,22:00,22,Friday,False,urban,5,0,rain,medium,36,low,overspeeding,fatal,5,5,False,Night,2024
2960,2960,Pune,Maharashtra,18.622152,73.996216,2022-01-21,10:00,10,Friday,False,highway,1,1,rain,low,27,high,weather,minor,1,1,True,Moring,2022
2961,2961,Mumbai,Maharashtra,19.258086,72.845097,2022-11-28,0:00,0,Monday,False,urban,6,0,fog,low,37,low,overspeeding,major,2,0,False,Moring,2022
2962,2962,Bangalore,Karnataka,13.18984,77.704103,2023-03-01,13:00,13,Wednesday,False,highway,3,1,clear,high,26,medium,drunk driving,minor,2,0,False,Afternoon,2023
2963,2963,Mumbai,Maharashtra,18.952708,72.719401,2022-05-28,3:00,3,Saturday,True,highway,1,1,clear,high,19,high,drunk driving,minor,4,4,False,Moring,2022
2964,2964,Bangalore,Karnataka,12.989132,77.455627,2024-10-16,13:00,13,Wednesday,False,highway,1,0,rain,medium,30,low,overspeeding,major,2,2,False,Afternoon,2024
2965,2965,Delhi,Delhi,28.451659,77.296465,2023-06-05,22:00,22,Monday,False,urban,2,1,rain,low,19,low,overspeeding,minor,1,0,False,Night,2023
2966,2966,Kolkata,West Bengal,22.519185,88.230684,2023-01-14,2:00,2,Saturday,True,highway,5,0,rain,low,32,low,drunk driving,major,4,1,False,Moring,2023
2967,2967,Delhi,Delhi,28.815569,77.139768,2023-03-28,23:00,23,Tuesday,False,urban,6,1,clear,high,15,low,poor road,minor,4,3,False,Night,2023
2968,2968,Pune,Maharashtra,18.636961,73.713075,2023-07-25,15:00,15,Tuesday,False,highway,1,1,clear,high,38,high,weather,major,2,0,False,Afternoon,2023
2969,2969,Kolkata,West Bengal,22.608703,88.232753,2024-09-27,17:00,17,Friday,False,highway,2,1,clear,high,15,medium,drunk driving,major,3,0,True,Evening,2024
2970,2970,Bangalore,Karnataka,12.888774,77.720236,2022-04-12,10:00,10,Tuesday,False,urban,1,0,rain,low,22,low,drunk driving,major,2,1,True,Moring,2022
2971,2971,Bangalore,Karnataka,13.173383,77.775176,2022-07-31,19:00,19,Sunday,True,rural,3,0,fog,low,38,high,drunk driving,minor,5,4,True,Evening,2022
2972,2972,Delhi,Delhi,28.53435,76.964748,2023-02-14,5:00,5,Tuesday,False,urban,2,0,rain,low,38,low,drunk driving,major,2,1,False,Moring,2023
2973,2973,Kolkata,West Bengal,22.584808,88.493425,2022-07-30,20:00,20,Saturday,True,urban,6,0,rain,low,20,high,drunk driving,minor,3,3,False,Night,2022
2974,2974,Chandigarh,Punjab,30.67453,76.805214,2024-02-11,17:00,17,Sunday,True,urban,3,0,rain,low,28,medium,drunk driving,minor,5,5,True,Evening,2024
2975,2975,Delhi,Delhi,28.473085,77.299317,2022-02-25,19:00,19,Friday,False,urban,4,0,fog,low,31,medium,drunk driving,major,3,2,True,Evening,2022
2976,2976,Bangalore,Karnataka,13.159843,77.483461,2024-09-26,10:00,10,Thursday,False,rural,4,0,clear,high,16,high,drunk driving,fatal,2,2,True,Moring,2024
2977,2977,Hyderabad,Telangana,17.22254,78.507302,2022-05-03,17:00,17,Tuesday,False,urban,1,0,rain,medium,32,medium,distraction,fatal,1,1,True,Evening,2022
2978,2978,Chennai,Tamil Nadu,12.963814,80.271207,2023-11-20,5:00,5,Monday,False,highway,6,1,fog,low,34,high,weather,major,2,2,False,Moring,2023
2979,2979,Delhi,Delhi,28.566646,77.214037,2024-03-30,2:00,2,Saturday,True,highway,1,0,fog,low,22,low,weather,fatal,4,4,False,Moring,2024
2980,2980,Bangalore,Karnataka,13.002694,77.49771,2022-07-12,17:00,17,Tuesday,False,highway,6,0,clear,high,30,high,distraction,minor,2,2,True,Evening,2022
2981,2981,Hyderabad,Telangana,17.339792,78.514162,2024-06-10,18:00,18,Monday,False,highway,5,0,rain,medium,36,medium,distraction,major,5,1,True,Evening,2024
2982,2982,Mumbai,Maharashtra,18.871281,72.876027,2023-07-18,21:00,21,Tuesday,False,highway,4,0,clear,high,19,low,drunk driving,major,1,0,False,Night,2023
2983,2983,Mumbai,Maharashtra,19.180277,72.858775,2023-02-24,0:00,0,Friday,False,highway,6,1,rain,medium,21,medium,drunk driving,minor,4,4,False,Moring,2023
2984,2984,Mumbai,Maharashtra,19.215641,72.852767,2023-10-27,1:00,1,Friday,False,highway,5,0,fog,low,28,high,overspeeding,minor,4,2,False,Moring,2023
2985,2985,Chandigarh,Punjab,30.788489,76.894015,2023-12-12,1:00,1,Tuesday,False,urban,4,0,rain,low,28,medium,drunk driving,minor,2,2,False,Moring,2023
2986,2986,Bangalore,Karnataka,12.916385,77.748148,2022-06-08,3:00,3,Wednesday,False,rural,2,0,clear,high,34,medium,drunk driving,fatal,2,2,False,Moring,2022
2987,2987,Bangalore,Karnataka,13.048724,77.759955,2022-12-02,8:00,8,Friday,False,highway,3,1,clear,high,30,high,poor road,minor,2,2,True,Moring,2022
2988,2988,Pune,Maharashtra,18.574193,73.913033,2022-09-07,19:00,19,Wednesday,False,highway,1,1,rain,medium,19,high,drunk driving,minor,4,3,True,Evening,2022
2989,2989,Chandigarh,Punjab,30.687241,76.722584,2023-02-06,4:00,4,Monday,False,highway,5,0,fog,low,36,low,overspeeding,fatal,4,4,False,Moring,2023
2990,2990,Bangalore,Karnataka,13.166219,77.560329,2022-01-15,23:00,23,Saturday,True,highway,4,1,rain,low,33,low,overspeeding,major,5,0,False,Night,2022
2991,2991,Kolkata,West Bengal,22.672826,88.362501,2022-09-16,2:00,2,Friday,False,urban,5,0,clear,high,22,low,overspeeding,fatal,3,3,False,Moring,2022
2992,2992,Chandigarh,Punjab,30.671083,76.700619,2023-08-09,7:00,7,Wednesday,False,urban,2,1,rain,medium,34,low,weather,minor,2,0,False,Moring,2023
2993,2993,Chandigarh,Punjab,30.783479,76.87849,2023-08-17,13:00,13,Thursday,False,urban,4,1,clear,high,31,medium,distraction,minor,5,2,False,Afternoon,2023
2994,2994,Pune,Maharashtra,18.547961,73.837221,2024-04-09,7:00,7,Tuesday,False,rural,5,0,clear,high,25,medium,drunk driving,minor,5,4,False,Moring,2024
2995,2995,Pune,Maharashtra,18.690992,73.946377,2022-02-02,12:00,12,Wednesday,False,rural,5,0,clear,high,27,high,distraction,minor,3,1,False,Afternoon,2022
2996,2996,Mumbai,Maharashtra,18.967971,72.8191,2023-11-21,7:00,7,Tuesday,False,urban,6,1,clear,high,37,high,distraction,minor,3,3,False,Moring,2023
2997,2997,Mumbai,Maharashtra,18.896665,72.765568,2022-02-08,13:00,13,Tuesday,False,highway,3,0,fog,low,22,medium,poor road,minor,4,0,False,Afternoon,2022
