temperature,hour,is_peak_hour,is_weekend,traffic_signal,lanes,festival,risk_score,weather_fog,weather_rain,visibility_low,visibility_medium,traffic_density_low,traffic_density_medium,road_type_rural,road_type_urban
27,18,1,0,1,1,0,0.25,0,0,0,0,1,0,0,1
23,17,1,0,0,4,0,0.6,1,0,1,0,0,1,0,0
22,5,0,0,1,2,0,0.45,0,1,1,0,1,0,0,1
28,14,0,0,1,2,0,0.25,0,1,0,1,0,1,1,0
22,10,1,0,1,2,0,0.8,0,1,1,0,0,0,0,0
15,22,0,1,0,2,0,0.3,0,0,0,0,0,0,0,0
17,23,0,0,1,5,0,0.45,0,1,1,0,0,1,0,0
30,20,0,0,1,5,0,0.65,1,0,1,0,0,0,0,1
40,9,1,0,1,5,0,0.8,1,0,1,0,0,0,0,0
40,8,1,1,1,1,0,0.45,0,0,0,0,0,0,0,1
24,9,1,0,1,1,0,0.6,1,0,1,0,1,0,0,0
25,11,0,0,0,5,0,0.65,0,1,1,0,0,0,0,1
16,14,0,0,1,4,0,0.45,1,0,1,0,0,1,1,0
24,20,0,0,0,1,0,0.3,0,0,0,0,0,0,0,0
38,1,0,0,1,2,0,0.45,1,0,1,0,1,0,0,1
35,10,1,1,0,5,0,0.6,0,1,1,0,1,0,0,1
37,11,0,1,0,6,0,0.1,0,0,0,0,0,1,0,0
24,12,0,1,0,2,0,0.3,0,0,0,0,1,0,1,0
25,9,1,1,1,6,0,0.45,0,0,0,0,0,0,0,0
34,23,0,0,1,2,0,0.1,0,0,0,0,0,1,1,0
18,12,0,0,1,2,0,0.65,1,0,1,0,0,0,1,0
26,22,0,0,0,1,0,0.1,0,0,0,0,0,1,1,0
22,19,1,0,0,5,0,0.8,0,1,1,0,0,0,0,0
38,3,0,0,0,2,0,0.25,0,1,0,1,0,1,0,0
37,5,0,0,1,4,0,0.25,0,1,0,1,1,0,1,0
36,1,0,0,1,5,0,0.1,0,0,0,0,1,0,0,1
24,15,0,0,1,5,0,0.45,0,1,1,0,1,0,0,1
27,20,0,1,1,6,0,0.45,1,0,1,0,1,0,0,0
28,18,1,1,1,5,0,0.6,1,0,1,0,0,1,0,1
16,15,0,0,1,2,0,0.45,0,1,1,0,1,0,1,0
40,23,0,0,1,5,0,0.45,1,0,1,0,0,1,0,1
16,2,0,0,1,4,0,0.45,0,1,1,0,1,0,0,1
24,5,0,1,1,4,0,0.45,0,1,1,0,0,1,0,0
17,2,0,0,1,5,0,0.25,0,1,0,1,1,0,1,0
35,11,0,1,0,1,0,0.3,0,0,0,0,0,0,0,1
21,11,0,0,0,3,0,0.65,1,0,1,0,0,0,1,0
29,18,1,0,0,4,0,0.6,0,1,0,1,0,0,0,1
22,18,1,0,1,5,0,0.4,0,1,0,1,0,1,0,1
33,0,0,0,0,6,0,0.25,0,1,0,1,1,0,0,0
34,4,0,0,0,1,0,0.25,0,1,0,1,1,0,0,0
33,10,1,0,0,6,0,0.25,0,0,0,0,0,1,1,0
33,6,0,0,1,3,0,0.3,0,0,0,0,0,0,0,0
31,23,0,1,0,6,0,0.45,0,1,0,1,1,0,1,0
37,13,0,0,1,5,0,0.45,0,1,0,1,0,0,0,1
36,18,1,0,0,3,0,0.8,0,1,1,0,1,0,1,0
35,16,0,0,0,6,0,0.45,1,0,1,0,1,0,0,1
16,14,0,0,0,3,0,0.45,0,1,0,1,0,0,0,1
35,20,0,0,1,3,0,0.45,0,1,0,1,0,0,1,0
33,18,1,1,1,4,0,0.6,0,1,1,0,0,1,1,0
38,22,0,1,0,2,0,0.25,0,1,0,1,0,1,0,0
33,21,0,0,0,3,0,0.3,0,0,0,0,1,0,1,0
15,1,0,0,0,5,0,0.25,0,1,0,1,1,0,1,0
18,17,1,1,1,2,0,0.6,1,0,1,0,0,1,0,0
21,21,0,0,0,5,0,0.45,1,0,1,0,0,1,0,1
35,5,0,1,1,3,0,0.65,1,0,1,0,0,0,0,0
19,13,0,0,1,1,0,0.65,1,0,1,0,0,0,0,0
15,14,0,1,1,5,0,0.45,1,0,1,0,0,1,0,1
36,8,1,0,0,4,0,0.6,1,0,1,0,0,1,0,0
34,17,1,0,1,4,0,0.4,0,1,0,1,0,1,0,0
22,1,0,0,1,1,0,0.45,1,0,1,0,1,0,1,0
33,15,0,1,0,1,0,0.45,1,0,1,0,1,0,1,0
23,0,0,0,1,6,0,0.1,0,0,0,0,0,1,0,0
38,16,0,0,1,4,0,0.1,0,0,0,0,1,0,1,0
37,0,0,1,1,5,0,0.45,0,1,1,0,0,1,0,1
33,18,1,1,0,2,0,0.6,0,1,1,0,1,0,0,1
30,9,1,0,0,3,0,0.45,0,0,0,0,0,0,1,0
19,5,0,0,0,1,0,0.1,0,0,0,0,1,0,0,0
17,3,0,0,0,5,0,0.25,0,1,0,1,1,0,1,0
20,18,1,0,0,3,0,0.8,1,0,1,0,0,0,1,0
28,20,0,0,0,6,0,0.45,1,0,1,0,1,0,1,0
39,21,0,0,0,3,0,0.1,0,0,0,0,0,1,0,1
23,10,1,0,0,4,0,0.8,1,0,1,0,0,0,0,1
18,11,0,1,0,3,0,0.45,1,0,1,0,1,0,1,0
18,19,1,0,0,3,0,0.25,0,0,0,0,0,1,0,0
34,9,1,0,1,2,0,0.8,1,0,1,0,1,0,0,1
31,15,0,1,1,6,0,0.65,1,0,1,0,0,1,1,0
37,5,0,0,0,3,0,0.25,0,1,0,1,1,0,1,0
34,0,0,0,1,3,0,0.1,0,0,0,0,1,0,0,0
33,12,0,0,0,1,0,0.65,1,0,1,0,0,0,0,1
36,18,1,1,1,1,0,0.45,0,0,0,0,0,1,0,0
38,1,0,1,0,3,0,0.45,0,1,1,0,1,0,0,1
23,10,1,0,0,1,0,0.6,0,1,0,1,0,0,1,0
28,4,0,0,0,6,0,0.1,0,0,0,0,0,1,1,0
40,20,0,0,0,4,0,0.65,0,1,1,0,0,1,0,0
36,12,0,1,1,3,0,0.45,1,0,1,0,1,0,0,1
25,19,1,0,1,1,0,0.25,0,0,0,0,0,1,0,0
19,19,1,0,0,4,0,0.45,0,0,0,0,0,1,0,0
27,15,0,0,1,2,0,0.45,1,0,1,0,0,1,0,1
35,12,0,0,1,2,0,0.1,0,0,0,0,0,1,1,0
39,12,0,1,0,5,0,0.85,1,0,1,0,0,0,0,0
38,4,0,1,0,1,0,0.65,0,1,1,0,0,0,0,1
37,1,0,0,1,6,0,0.1,0,0,0,0,1,0,0,1
37,9,1,1,0,2,0,0.45,0,0,0,0,0,1,0,1
23,16,0,0,0,2,0,0.45,1,0,1,0,1,0,1,0
33,13,0,1,0,6,0,0.25,0,1,0,1,1,0,1,0
40,10,1,0,1,3,0,0.25,0,0,0,0,0,1,0,0
39,7,0,0,0,4,0,0.65,1,0,1,0,0,0,0,1
28,19,1,0,1,5,0,0.8,1,0,1,0,0,1,1,0
25,3,0,0,0,5,0,0.1,0,0,0,0,1,0,1,0
32,5,0,1,0,6,0,0.45,0,1,1,0,0,1,0,0
26,7,0,0,1,2,0,0.45,1,0,1,0,1,0,0,1
37,14,0,1,0,5,0,0.3,0,0,0,0,0,1,0,1
33,20,0,1,0,4,0,0.45,0,1,1,0,1,0,0,1
32,23,0,0,0,6,0,0.45,0,1,1,0,0,1,0,0
21,8,1,0,0,1,0,0.6,0,1,0,1,0,0,0,0
19,3,0,0,1,3,0,0.3,0,0,0,0,0,1,0,1
24,22,0,0,1,2,0,0.65,1,0,1,0,0,0,0,1
27,11,0,1,0,5,0,0.65,1,0,1,0,0,0,0,1
22,16,0,1,1,1,0,0.3,0,0,0,0,0,0,0,0
36,13,0,0,0,4,0,0.1,0,0,0,0,0,1,0,0
16,9,1,0,0,6,0,0.6,0,1,0,1,0,0,1,0
34,19,1,0,1,2,0,0.4,0,1,0,1,0,1,0,0
35,17,1,0,1,2,0,0.6,0,1,0,1,0,0,1,0
33,18,1,0,1,3,0,0.8,1,0,1,0,0,0,1,0
31,14,0,0,1,4,0,0.1,0,0,0,0,1,0,0,0
26,6,0,1,1,5,0,0.45,1,0,1,0,1,0,0,1
27,15,0,1,0,1,0,0.45,1,0,1,0,0,1,0,0
26,19,1,0,0,5,0,0.6,1,0,1,0,1,0,0,1
27,14,0,1,1,1,0,0.45,0,1,1,0,1,0,0,1
18,10,1,0,0,4,0,0.25,0,0,0,0,0,1,0,0
35,19,1,0,0,3,0,0.45,0,0,0,0,0,0,1,0
22,10,1,0,1,2,0,0.6,0,1,0,1,0,0,0,1
23,20,0,0,0,1,0,0.25,0,1,0,1,0,1,1,0
29,12,0,0,1,1,0,0.45,1,0,1,0,0,1,0,0
27,23,0,0,1,2,0,0.1,0,0,0,0,0,1,0,1
39,12,0,0,1,2,0,0.45,1,0,1,0,0,1,1,0
20,22,0,0,1,5,0,0.45,1,0,1,0,1,0,1,0
31,10,1,1,0,2,0,0.8,1,0,1,0,0,0,0,0
18,17,1,0,0,6,0,1.0,1,0,1,0,0,0,1,0
30,1,0,0,1,4,0,0.3,0,0,0,0,0,0,0,1
33,17,1,1,1,3,0,0.6,1,0,1,0,0,1,0,1
15,21,0,1,1,1,0,0.1,0,0,0,0,0,1,1,0
18,3,0,1,0,3,0,0.85,0,1,1,0,0,0,0,0
18,14,0,0,1,1,0,0.65,1,0,1,0,1,0,0,1
21,15,0,0,0,2,0,0.1,0,0,0,0,0,1,0,0
33,8,1,1,1,2,0,0.8,1,0,1,0,0,1,0,1
20,0,0,0,0,5,0,0.25,0,1,0,1,1,0,0,0
26,7,0,0,0,1,0,0.45,1,0,1,0,1,0,1,0
32,2,0,0,0,4,0,0.1,0,0,0,0,1,0,0,0
30,3,0,1,1,2,0,0.25,0,1,0,1,0,1,1,0
25,19,1,0,0,6,0,0.45,0,0,0,0,0,0,1,0
25,21,0,1,1,6,0,0.1,0,0,0,0,0,1,0,0
20,12,0,0,0,1,0,0.1,0,0,0,0,1,0,0,1
34,16,0,0,1,5,0,0.1,0,0,0,0,0,1,1,0
17,15,0,1,0,3,0,0.1,0,0,0,0,0,1,0,0
18,12,0,1,0,5,0,0.25,0,1,0,1,0,1,0,1
23,19,1,0,0,4,0,0.45,0,0,0,0,0,0,0,1
26,2,0,0,1,3,0,0.45,0,1,1,0,1,0,0,1
39,13,0,0,0,2,0,0.45,0,1,1,0,1,0,0,1
34,5,0,1,1,1,0,0.65,1,0,1,0,0,0,0,0
32,18,1,0,1,5,0,0.8,0,1,1,0,0,0,0,1
22,12,0,0,1,5,0,0.45,1,0,1,0,0,1,0,0
24,18,1,0,0,6,0,0.8,1,0,1,0,0,0,1,0
33,14,0,0,0,2,0,0.65,1,0,1,0,0,0,0,0
29,0,0,0,1,4,0,0.1,0,0,0,0,1,0,0,0
26,5,0,0,0,3,0,0.65,1,0,1,0,1,0,0,0
17,7,0,0,1,3,0,0.45,0,1,1,0,0,1,1,0
36,6,0,1,0,4,0,0.65,1,0,1,0,0,0,0,1
23,3,0,0,1,6,0,0.45,0,1,0,1,0,1,0,0
31,18,1,0,1,1,0,0.8,0,1,1,0,0,0,0,1
23,19,1,0,0,5,0,0.45,0,0,0,0,0,1,1,0
21,1,0,0,1,2,0,0.1,0,0,0,0,1,0,0,1
40,22,0,0,1,1,0,0.65,1,0,1,0,0,0,0,1
40,14,0,0,1,4,0,0.65,0,1,0,1,0,0,0,0
29,2,0,0,1,4,0,0.1,0,0,0,0,1,0,1,0
25,10,1,0,0,3,0,0.6,1,0,1,0,0,1,0,1
25,22,0,0,0,1,0,0.3,0,0,0,0,0,1,0,1
23,22,0,0,0,3,0,0.1,0,0,0,0,0,1,1,0
38,19,1,0,0,6,0,0.4,0,1,0,1,0,1,1,0
39,18,1,1,0,6,0,1.0,0,1,1,0,0,0,0,0
34,6,0,1,1,3,0,0.45,0,1,1,0,1,0,1,0
38,22,0,0,1,3,0,0.45,0,1,0,1,0,0,0,0
24,0,0,0,1,5,0,0.45,1,0,1,0,1,0,0,1
28,8,1,1,1,3,0,0.65,0,0,0,0,0,0,0,0
38,23,0,0,0,6,0,0.1,0,0,0,0,1,0,0,0
32,1,0,0,1,6,0,0.1,0,0,0,0,0,1,1,0
27,16,0,0,1,3,0,0.3,0,0,0,0,0,0,0,0
35,4,0,0,0,3,0,0.45,0,1,1,0,1,0,0,1
27,20,0,0,1,1,0,0.65,1,0,1,0,0,0,1,0
23,12,0,0,0,1,0,0.45,0,1,0,1,0,0,1,0
19,23,0,0,0,5,0,0.65,0,1,1,0,0,0,0,1
24,16,0,0,1,4,0,0.45,1,0,1,0,1,0,0,1
17,11,0,0,0,3,0,0.65,1,0,1,0,0,0,1,0
36,19,1,0,1,5,0,0.25,0,0,0,0,0,1,0,0
18,2,0,0,1,6,0,0.25,0,1,0,1,1,0,1,0
37,0,0,0,0,1,0,0.3,0,0,0,0,0,1,1,0
40,4,0,0,1,3,0,0.45,0,1,0,1,0,1,1,0
20,10,1,0,1,2,0,0.8,1,0,1,0,0,0,0,1
32,6,0,1,1,4,0,0.65,1,0,1,0,0,0,1,0
35,2,0,0,1,6,0,0.1,0,0,0,0,0,1,0,0
39,14,0,0,1,2,0,0.45,0,1,0,1,0,0,1,0
27,0,0,1,0,5,0,0.45,1,0,1,0,1,0,1,0
29,11,0,0,1,2,0,0.5,0,0,0,0,0,0,1,0
25,15,0,0,0,2,0,0.3,0,0,0,0,1,0,0,1
30,15,0,1,1,3,0,0.65,0,1,1,0,0,0,0,0
35,20,0,1,1,5,0,0.45,1,0,1,0,0,1,1,0
36,12,0,0,1,5,0,0.45,1,0,1,0,1,0,0,1
33,16,0,1,1,5,0,0.65,0,1,1,0,0,0,0,0
19,9,1,0,1,6,0,0.25,0,0,0,0,0,1,0,0
22,12,0,0,0,6,0,0.25,0,1,0,1,0,1,0,1
16,3,0,1,0,4,0,0.1,0,0,0,0,0,1,1,0
21,6,0,0,1,5,0,0.65,1,0,1,0,0,1,0,1
27,9,1,0,1,4,0,0.8,1,0,1,0,0,0,1,0
28,5,0,1,1,3,0,0.45,1,0,1,0,1,0,0,0
36,20,0,1,0,1,0,0.1,0,0,0,0,0,1,1,0
17,15,0,0,0,5,0,0.45,0,1,0,1,1,0,0,1
25,1,0,0,0,6,0,0.25,0,1,0,1,1,0,0,1
18,0,0,1,0,3,0,0.65,0,1,1,0,0,1,0,0
26,0,0,0,1,4,0,0.45,1,0,1,0,1,0,0,0
37,18,1,1,1,3,0,0.25,0,0,0,0,0,1,0,0
23,20,0,0,0,4,0,0.65,1,0,1,0,0,0,0,0
17,8,1,0,0,5,0,0.8,0,1,1,0,0,0,0,0
38,3,0,0,0,6,0,0.45,0,1,1,0,1,0,0,1
15,9,1,0,1,5,0,0.6,1,0,1,0,1,0,0,0
25,21,0,0,0,2,0,0.45,0,1,1,0,1,0,1,0
16,19,1,1,0,6,0,0.8,0,1,1,0,0,0,0,0
17,7,0,0,0,3,0,0.3,0,0,0,0,0,0,0,1
37,22,0,0,1,1,0,0.65,1,0,1,0,0,1,0,1
34,10,1,0,1,2,0,0.6,0,1,1,0,0,1,1,0
25,15,0,0,0,5,0,0.65,1,0,1,0,0,0,0,1
29,9,1,1,0,6,0,0.6,0,1,0,1,0,0,0,1
33,17,1,0,1,4,0,0.45,0,0,0,0,0,0,0,1
25,6,0,1,1,1,0,0.25,0,1,0,1,0,1,1,0
25,0,0,0,1,1,0,0.45,1,0,1,0,1,0,1,0
30,9,1,0,0,5,0,0.6,1,0,1,0,0,1,1,0
25,3,0,0,0,4,0,0.25,0,1,0,1,1,0,0,1
31,11,0,0,0,4,0,0.45,0,1,0,1,0,0,1,0
33,8,1,0,1,2,0,0.8,0,1,1,0,0,0,1,0
16,3,0,1,0,4,0,0.45,1,0,1,0,1,0,0,0
21,0,0,1,1,2,0,0.45,1,0,1,0,0,1,0,1
30,12,0,0,0,2,0,0.25,0,1,0,1,1,0,1,0
35,3,0,0,0,3,0,0.25,0,1,0,1,1,0,0,1
37,7,0,1,1,6,0,0.45,1,0,1,0,1,0,1,0
29,3,0,0,0,3,0,0.1,0,0,0,0,1,0,1,0
37,5,0,1,0,6,0,0.45,1,0,1,0,0,1,1,0
15,11,0,0,1,5,0,0.25,0,1,0,1,0,1,0,1
31,12,0,0,1,6,0,0.65,1,0,1,0,0,0,0,0
18,4,0,1,1,3,0,0.1,0,0,0,0,1,0,1,0
35,19,1,1,1,6,0,0.6,1,0,1,0,0,1,0,1
15,17,1,0,0,3,0,0.6,0,1,0,1,0,1,0,1
23,0,0,0,0,6,0,0.25,0,1,0,1,1,0,0,0
33,1,0,1,0,4,0,0.65,0,1,1,0,1,0,1,0
31,12,0,0,0,3,0,0.45,1,0,1,0,1,0,0,0
34,2,0,1,1,1,0,0.25,0,1,0,1,0,1,1,0
31,2,0,0,0,6,0,0.65,0,1,1,0,1,0,0,1
31,2,0,1,0,5,0,0.1,0,0,0,0,1,0,1,0
24,11,0,0,0,4,0,0.45,0,1,1,0,1,0,0,0
39,5,0,0,0,2,0,0.45,0,1,0,1,0,0,0,0
22,17,1,0,1,2,0,0.45,0,0,0,0,0,1,0,1
40,10,1,0,1,3,0,0.6,1,0,1,0,0,1,0,0
19,18,1,0,1,2,0,0.6,0,1,0,1,0,0,0,1
18,1,0,0,0,1,0,0.25,0,1,0,1,0,1,0,0
36,6,0,1,1,5,0,0.25,0,1,0,1,0,1,1,0
24,3,0,0,1,1,0,0.45,1,0,1,0,1,0,0,1
38,0,0,0,0,2,0,0.25,0,1,0,1,1,0,0,0
16,11,0,0,1,2,0,0.45,1,0,1,0,0,1,1,0
20,0,0,0,0,5,0,0.65,1,0,1,0,0,1,1,0
25,2,0,0,1,4,0,0.45,1,0,1,0,1,0,1,0
23,18,1,0,1,6,0,1.0,0,1,1,0,0,0,0,1
20,1,0,0,1,6,0,0.25,0,1,0,1,1,0,0,1
18,12,0,0,1,3,0,0.45,1,0,1,0,0,1,0,1
18,17,1,0,0,2,0,0.65,0,0,0,0,0,0,0,0
34,22,0,0,0,4,0,0.65,1,0,1,0,1,0,0,0
39,1,0,0,0,4,0,0.45,0,1,1,0,1,0,1,0
22,14,0,0,0,4,0,0.3,0,0,0,0,0,1,0,1
37,16,0,0,0,1,0,0.45,0,1,0,1,0,0,0,0
32,21,0,0,1,5,0,0.1,0,0,0,0,1,0,0,0
23,10,1,0,0,6,0,1.0,0,1,1,0,0,0,1,0
34,4,0,0,0,6,0,0.45,1,0,1,0,0,1,1,0
35,23,0,0,1,3,0,0.45,0,1,0,1,1,0,0,1
31,6,0,0,1,3,0,0.65,1,0,1,0,0,1,0,0
18,6,0,0,0,5,0,0.65,1,0,1,0,1,0,0,1
40,19,1,0,0,5,0,1.0,0,1,1,0,0,0,1,0
25,2,0,0,1,5,0,0.1,0,0,0,0,1,0,0,0
27,15,0,0,0,3,0,0.1,0,0,0,0,0,1,0,1
27,9,1,1,1,4,0,0.8,1,0,1,0,0,0,0,1
17,4,0,1,0,2,1,0.4,0,0,0,0,1,0,1,0
31,16,0,0,0,3,0,0.3,0,0,0,0,0,1,1,0
29,16,0,0,1,5,0,0.65,1,0,1,0,0,1,0,0
30,15,0,0,1,4,0,0.45,1,0,1,0,1,0,0,1
16,18,1,1,1,6,0,0.6,1,0,1,0,0,1,0,1
33,14,0,0,0,1,0,0.25,0,1,0,1,1,0,0,0
35,0,0,0,0,5,0,0.45,1,0,1,0,0,1,1,0
23,1,0,1,1,6,0,0.45,1,0,1,0,1,0,0,1
28,4,0,0,0,1,0,0.1,0,0,0,0,1,0,0,1
39,8,1,0,1,4,0,0.8,0,1,1,0,0,0,0,0
25,15,0,1,1,2,0,0.45,0,1,1,0,1,0,0,0
20,3,0,0,0,4,0,0.1,0,0,0,0,0,1,0,0
30,19,1,1,0,5,0,0.8,1,0,1,0,0,0,0,1
38,15,0,0,0,5,0,0.5,0,0,0,0,0,0,0,0
25,11,0,0,0,5,0,0.45,0,1,1,0,1,0,0,0
31,14,0,1,1,2,0,0.1,0,0,0,0,0,1,0,0
20,23,0,0,0,6,0,0.45,1,0,1,0,1,0,0,0
40,19,1,1,0,3,0,0.45,0,0,0,0,0,0,0,0
18,6,0,0,0,1,0,0.3,0,0,0,0,0,0,0,0
27,2,0,0,0,3,0,0.1,0,0,0,0,1,0,0,1
17,11,0,0,0,6,0,0.1,0,0,0,0,0,1,0,1
22,10,1,0,0,5,0,0.6,1,0,1,0,1,0,0,0
32,6,0,0,0,6,0,0.45,1,0,1,0,0,1,1,0
30,1,0,1,1,4,0,0.1,0,0,0,0,1,0,0,1
23,18,1,0,0,1,0,0.25,0,0,0,0,0,1,0,1
31,16,0,0,0,3,0,0.3,0,0,0,0,0,0,0,0
36,1,0,1,0,2,0,0.45,0,1,1,0,1,0,0,1
38,6,0,0,1,2,0,0.1,0,0,0,0,0,1,0,0
17,8,1,0,1,5,0,0.6,1,0,1,0,0,1,0,0
27,7,0,0,1,3,0,0.1,0,0,0,0,1,0,0,0
30,14,0,0,1,1,0,0.1,0,0,0,0,1,0,0,1
29,10,1,0,0,2,0,0.8,1,0,1,0,0,0,0,1
33,19,1,0,1,6,0,0.25,0,0,0,0,0,1,0,0
15,15,0,0,0,2,0,0.1,0,0,0,0,0,1,1,0
35,2,0,1,1,1,0,0.1,0,0,0,0,1,0,1,0
25,5,0,1,1,3,0,0.25,0,1,0,1,1,0,1,0
39,22,0,1,0,6,0,0.65,0,1,1,0,0,0,0,1
34,18,1,0,1,6,0,0.45,0,0,0,0,0,0,0,1
39,7,0,0,0,2,0,0.1,0,0,0,0,1,0,0,1
25,14,0,1,1,1,0,0.65,0,1,1,0,0,0,0,0
24,23,0,0,1,2,0,0.65,0,1,0,1,0,0,0,1
17,4,0,0,0,6,0,0.65,0,1,1,0,0,0,0,0
24,10,1,1,0,3,0,0.6,1,0,1,0,0,1,1,0
30,11,0,1,0,5,0,0.1,0,0,0,0,0,1,1,0
36,18,1,0,1,1,0,0.6,0,1,0,1,0,0,1,0
18,20,0,0,1,5,0,0.45,1,0,1,0,0,1,1,0
40,14,0,1,0,5,0,0.45,0,1,1,0,1,0,1,0
28,14,0,0,0,5,0,0.45,1,0,1,0,0,1,0,1
34,12,0,0,0,5,0,0.3,0,0,0,0,1,0,1,0
23,23,0,0,0,5,0,0.65,1,0,1,0,1,0,1,0
28,10,1,1,0,2,0,0.65,0,0,0,0,0,0,0,0
18,16,0,1,0,4,0,0.45,1,0,1,0,1,0,0,1
24,20,0,0,1,6,0,0.85,1,0,1,0,0,0,0,0
32,0,0,0,0,5,0,0.45,1,0,1,0,0,1,0,0
39,17,1,0,1,2,0,0.25,0,0,0,0,1,0,0,1
16,2,0,0,1,3,0,0.1,0,0,0,0,1,0,0,0
26,20,0,0,1,5,0,0.45,0,1,1,0,1,0,0,1
22,3,0,0,0,1,0,0.45,1,0,1,0,1,0,0,0
35,18,1,0,0,4,0,0.45,0,0,0,0,0,0,0,1
38,15,0,0,1,1,0,0.5,0,0,0,0,0,0,0,1
27,14,0,0,0,3,0,0.45,1,0,1,0,0,1,1,0
40,16,0,0,0,2,0,0.45,1,0,1,0,1,0,1,0
15,14,0,0,1,5,0,0.65,1,0,1,0,0,0,0,1
36,10,1,0,0,2,0,0.8,1,0,1,0,0,0,0,1
34,1,0,1,1,5,0,0.45,1,0,1,0,1,0,1,0
32,15,0,0,1,4,0,0.25,0,1,0,1,1,0,0,1
29,1,0,0,1,2,0,0.65,0,1,1,0,1,0,1,0
21,4,0,1,1,3,0,0.1,0,0,0,0,1,0,0,0
34,16,0,0,1,4,0,0.1,0,0,0,0,0,1,1,0
26,12,0,0,0,6,0,0.85,0,1,1,0,0,0,0,1
28,3,0,0,1,6,0,0.25,0,1,0,1,0,1,0,0
37,11,0,0,1,4,0,0.65,1,0,1,0,0,0,1,0
24,6,0,0,1,5,0,0.65,1,0,1,0,0,0,1,0
32,8,1,1,1,2,0,0.6,0,1,0,1,0,0,0,1
40,14,0,0,1,3,0,0.45,1,0,1,0,0,1,0,1
23,8,1,1,1,1,0,0.45,0,0,0,0,0,1,0,0
35,23,0,1,1,4,0,0.45,1,0,1,0,1,0,0,0
33,23,0,1,1,1,0,0.45,0,1,0,1,0,1,1,0
36,7,0,0,0,5,0,0.45,0,1,1,0,1,0,1,0
38,1,0,0,0,6,0,0.45,0,1,1,0,1,0,0,1
30,4,0,1,1,1,0,0.45,1,0,1,0,0,1,0,1
26,9,1,0,0,6,0,0.8,1,0,1,0,0,0,1,0
34,8,1,0,0,3,0,0.65,0,0,0,0,0,0,0,1
19,21,0,1,0,6,0,0.65,1,0,1,0,1,0,0,0
34,20,0,1,0,2,0,0.1,0,0,0,0,0,1,0,1
31,16,0,0,0,1,0,0.45,0,1,0,1,1,0,0,0
19,15,0,0,0,2,0,0.45,0,1,1,0,1,0,0,0
27,0,0,0,1,6,0,0.45,1,0,1,0,1,0,0,0
39,15,0,1,0,1,0,0.45,1,0,1,0,1,0,1,0
35,21,0,1,0,3,0,0.45,0,1,1,0,0,1,1,0
22,0,0,1,1,4,0,0.3,0,0,0,0,1,0,0,0
18,14,0,0,1,3,0,0.45,0,1,0,1,0,0,0,1
28,0,0,0,1,4,0,0.1,0,0,0,0,1,0,0,0
31,9,1,1,1,3,0,0.45,0,0,0,0,0,1,0,0
22,7,0,1,1,6,0,0.45,1,0,1,0,1,0,0,0
32,23,0,1,0,4,0,0.3,0,0,0,0,0,0,1,0
31,11,0,1,0,3,0,0.45,1,0,1,0,0,1,0,1
17,18,1,1,0,5,0,0.6,0,1,1,0,1,0,1,0
30,17,1,0,0,3,0,0.8,1,0,1,0,0,0,0,1
38,0,0,0,1,6,0,0.45,0,1,1,0,1,0,0,1
34,8,1,0,0,5,0,0.25,0,0,0,0,0,1,0,0
36,9,1,1,1,6,0,0.45,0,0,0,0,0,0,0,0
33,6,0,0,1,1,0,0.25,0,1,0,1,1,0,1,0
36,18,1,0,1,5,0,0.6,1,0,1,0,0,1,0,1
36,13,0,1,0,4,0,0.65,1,0,1,0,0,1,0,0
32,22,0,0,0,6,0,0.3,0,0,0,0,0,0,0,0
36,6,0,0,0,4,0,0.45,0,1,1,0,1,0,0,0
34,18,1,1,0,6,0,0.8,0,1,1,0,0,0,0,0
37,12,0,0,1,5,0,0.65,1,0,1,0,0,0,1,0
19,10,1,0,0,6,0,0.6,1,0,1,0,1,0,0,0
36,20,0,0,0,5,0,0.65,1,0,1,0,0,1,0,1
40,9,1,0,0,6,0,0.8,1,0,1,0,0,0,0,1
27,1,0,0,1,1,0,0.45,0,1,1,0,1,0,1,0
37,0,0,1,1,3,0,0.1,0,0,0,0,1,0,0,0
17,8,1,0,0,4,0,0.45,0,0,0,0,0,0,0,0
25,12,0,0,0,3,0,0.45,1,0,1,0,1,0,0,1
36,18,1,0,0,2,0,0.8,1,0,1,0,0,0,0,0
24,7,0,0,1,2,0,0.45,0,1,1,0,0,1,0,1
20,0,0,0,0,5,0,0.45,1,0,1,0,1,0,0,0
21,8,1,0,0,1,0,0.45,0,0,0,0,0,0,1,0
20,15,0,1,1,4,0,0.3,0,0,0,0,1,0,0,1
29,16,0,1,1,5,0,0.65,1,0,1,0,0,0,1,0
16,3,0,0,1,6,0,0.1,0,0,0,0,1,0,0,1
17,11,0,0,1,5,0,0.45,1,0,1,0,1,0,0,1
32,11,0,0,1,1,0,0.3,0,0,0,0,0,0,1,0
27,6,0,0,0,6,0,0.65,0,1,1,0,1,0,0,0
27,18,1,0,1,2,0,0.6,0,1,0,1,0,0,0,0
36,5,0,1,0,5,0,0.1,0,0,0,0,1,0,0,1
28,17,1,1,0,3,0,0.45,0,0,0,0,0,0,1,0
29,7,0,1,0,6,0,0.45,0,1,1,0,0,1,0,1
37,3,0,1,1,3,0,0.45,0,1,1,0,1,0,0,0
28,21,0,1,0,3,0,0.3,0,0,0,0,0,1,0,0
